date,weekday,wake_feeling_1to5,sleep_quality_1to5,night_wakeups,bedtime,wake_time,daytime_sleepiness_1to5,evening_energy_1to5,focus_1to5,ate_wheat,ate_sugar,ate_fried,ate_processed,ate_alcohol,phone_minutes_evening,exercised,confound_nightfeeding,confound_sick,note
2026-06-09,Tue,,,,,,,,,0,0,0,0,0,,0,0,0,
